train_reviews,train_ratings
Very Disappointed,2
Enjoyed everything,5
Nice but something missing,4
"Old, but decent",3
"Nice, clean, good value for the money",3
Great Location,4
Low Budget,2
Hotel experience,5
Cozy in Corrales...,5
No parking spot as a guest,2
Fall Color Trip,4
Elegant retreat from south beach scene,5
Enjoyed my stay,4
Great location but old dated rooms,4
Location Location Location,4
worst experience ever,1
"Excellent, quite and great location!",5
"Nice hotel, Nice price",5
Awesome Events,5
Nice art deco hotel in downtown Chicago with a great location,4
Not bad!,4
Spend the on the SPA Room!,4
Not impressed.,3
Rough Around the Edges,3
Overall a Nice Hotel,4
alone in the city,4
Very enjoyable stay.Great value.Huge room.,4
"Convenient, clean, and quiet stay in Waikiki",4
"GOOD STAFF, CLEAN AND COMFORTABLE MOTEL",5
Chicago stay,5
What a fantstic staff and Great Hotel,5
Found a needle in my room!!!,1
Great Hotel,5
NEVER STAY HERE!!!,1
clean hotel bad front desk staff,3
"Great location, though the area may be too busy for some.",5
Awesome convenience!,5
Not too bad,3
Beautiful B B!,5
Quick trip to Seattle,5
Good!,4
"Great room, service and location!",5
Worked for us,4
"great price, great hotel",4
Great location - nice amenities for Downtown Chicago,4
HOTEL STAY,4
Average stay.,3
Good Hotel for Business Traveler,3
"Family friendly in location, amenities and price",5
Great family hotel!,5
Lovely and well located,4
Tims Business Stay,4
Good location,3
Cute and convenient to town,4
Do not plan to check in Early.,3
"Great value, great location, great service!",4
Extra fees and marginal service,3
Great if you want to go to Universal Studios,4
Good for what it is,4
Pleasant Surprise,4
We are Big Fans of The French Market Inn,5
Not impressed,2
Look somewhere else,1
Use the secondary locks!,3
Great value and location,4
GREAT STAY!!,5
Magical!,5
Good location....Decent Stay,3
EXCELLENT DOWNTOWN ATLANTA HOTEL,5
Good location and good value. Free parking!!!,4
Great SF hotel,5
Close to Sea World,3
Hotel Review,3
Good option for staying in Atlanta,4
Smelly room with prank calls,2
San Francisco hotel,2
Few Faults,3
Visit to Orlando,5
old and pricey,1
One night stay.,5
Extremely Professional Staff,5
Outstanding!!,5
I felt comfortable here!,4
Great Hotel just close enough to everything!,5
"Great Staff, Clean Facility !",5
"Baymont Inns are becoming my new Favorite, Go To Hotel Chain/",5
Heading Home Through Alabama,5
Great Location,5
Budget Friendly,5
Pleasant Stay,3
Good stay,5
Perfect location,4
"Average rooms, good location",3
Get Away Hotel,5
Trusted Stay,4
Hotel Emma Relaxation Stay,3
Almost okay.,3
"service was good, all needs attended to in a timely manner...",5
Best Bar Staff Ever!,4
getaway in April,4
"LOVE, LOVE, LOVE this hotel! The PERFECT Place to Stay When in Chicago",5
Average Best Western,3
"Excellent hotel, we will be back!!!!",5
W SEATTLE PERFECT PLACE TO STAY,5
Great customer service and location,5
Vacation,5
Not happy with my stay here,2
Dollar-Sized Spider Living in Bath Tub,1
Value for money motel,4
Good spot when traveling I-80,3
A GREAT HOTEL,5
new orleans hotel,4
Fine Business Choice,4
Good location and stay,4
Polar Express Visit,4
Great Hotel location for a conference!,4
Good value but bad shower,4
Everything was good until the last night...,3
Comfortable extended stay,4
Great Stay - All Good,5
Great Stay,5
Loved staying here,5
Great get away!,5
"Very nice inn, awkward bathrooms, expensive",4
"nice place, good location",4
Great location without a Bar!,3
"Great location, charming, lovely staff",4
Bed was comfy and close to the city,3
GET A LOT MORE FOR A LOT LESS,5
A great hotel on the coast,4
a great place,5
Hotel Allegro Chicago Rocks!,5
Great Quiet Property,5
Black Mold in bathroom,1
Great location,4
They took good care of what we forgot,5
Good location,4
"Classic, Comfortable Well-Located Hotel",4
Location!,4
PERFECT location and GREAT hotel!,4
average but not bad for an airport hotel,3
Good hotel for overnight business trip,4
Great home away from home,5
Quaint and Comfortable,4
Beautiful Hotel!,5
HORRIBLE - DO NOT STAY HERE,1
Loved this hotel!! Just wonderful!,4
classic and cool in chi town,5
Great stay,5
Wonderful hotel,5
"Great location, clean, friendly staff, but wifi needs serious upgrade",4
Business trip,4
Excellent central location,4
"Well located, but slightly older hotel",3
One Night Stay Before the Concert,5
Very Nice,5
Perfect Hotel For United Center,4
old style hotel but very good location and price.,4
Good location. Comfy Room.,3
Bed bugs,1
A beautiful experience,5
Great Hotel,5
would never stay there again,1
Great stay at a great price,5
"Nice rooms, no cellular reception",4
Nice place to stay,4
Loved the beach.. hotel was just fine,4
Customer service is top notch,4
Excellent Stay at the JW Buckhead,5
Prepare to Disconnect from the Internet,3
"The room was clean, bathroom was clean, fridge was working...",4
Nice room,4
"Nice motel, friendly staff, beautiful area.",4
Don't do it,1
greatest experience!!,5
Outstanding Luxury,5
Family get together,5
Suite With Everything,5
"Clean, comfortable, a place to crash in a mellow town.",3
Excellent !,4
Nice place to stay on a buget (closest you can get for the cost) Annual Pass holder,4
A great hotel!!,5
Great experience,5
Eh... Barely Average,2
Mmurphey1,4
"Great Location , Clean",3
Crappy smelly trash hole,1
Galleria Park Hotel,3
Beautiful hotel with excellent service,5
Pleasant for a short trip,3
Shouldn't be classified a Sheraton,2
Excellent Stay,5
Great location and reasonably priced,4
A beautiful Historic Hotel Impressive! Highly recommend!,5
Great Hotel and Great Location,4
A good place to stay in a pinch,4
Grand Hyatt Seattle weekend getaway,5
Great stay!,4
Be warned of the annex,2
"SUPERB Location, adapted Room, friendly AND helpfull staff, breakfast buffet",5
Good hotel for business travel,3
Well worth it!!!!,5
David's Review,5
Excellent hotel to stay at,5
Waiting for the reality tv camera crew suprise,1
Rude unprofessional,1
Inman Park visit,4
Hyatt House Seattle,5
Excellent property with a great location and nice rooms,5
"Disappointed, not up to usual Best Western standards",2
Not so family-oriented,4
Never Again,1
Excellent Hotel,5
"Good Stay, unsteady at first, ended well on return trip",4
Good Value-Great Staff,4
"Great location, worth the price!",4
Great downtown hotel,5
Very Pleasing and relaxing.,5
BEST Breakfast Plus!,5
Awesome experience!,5
Only 8 Miles from Wenatchee,4
Beautiful historic hotel,4
Outstanding experience,5
A perfect weekend at the Galleria Park,5
Suggests being a former motel of the Wyndam Group,5
Southern hospitality at its best,5
"Great stay, great location!",5
good value,4
Excellent everything,5
Give this friendly family a chance....,4
Great!,4
EXCELLENT FOR THE PRICE PAID.,5
The absolute worst experience in over 24 years of life on the road.,1
Great town. Loud town. Nice Experience.,3
"Lovely BIG room, great location, OK service....",4
Very nice inn,4
Big Easy to Like,4
Reasonably Priced Motel with Helpful Staff,4
Canelled Flight,4
"Welcoming, fun, and very very cool",4
Wonderful Experience,5
Clean rooms and good service,4
One of our faves,5
Excellent clean and safe property...on-site off-duty law enforcement,4
Great hotel in good location,5
Nola Charm,4
Fantastic Addition to Waikiki,5
Elevator issues,3
Cool Peace,5
Can't beat the location,3
"Great location, Good price, OK rooms",3
Wonderful Place to stay!,5
Great hotel suite - we'll be back!,5
Pleasant surprise,4
Historic Streetcar Inn filled the bill,3
Location is Everything!,5
Horrible,1
Awesome 3 week stay,5
Horrible service,1
Excellent Service from Everyone but Front Desk Staff and Park Shuttle Drivers,2
Great ocean view!,5
One night in New Orelans,3
Outstanding!,5
Recommend,4
Fantastic stay,5
Always a great Knight,5
Lipstick on a Pig,2
Best in SF,5
Warmth and Wilderness,4
Great establishment,5
Great Location,4
Great stay-great price,4
Should have paid a little more and stayed somewhere else...,2
Close to everything but watch the room type you rent,3
Better than I expected!,4
Great Place to Stay,5
Wonderfully Sweet Hotel!,5
Beautiful grounds,5
"This is a fine Marriott, classy, well done with great customer service",4
A little gem in Fort Benton,5
Couldn't have been better!!,5
Very Clean,4
All the Restaurants and Entertainment of Chicago without getting Shot or Robbed.,5
A good experience,4
Decent and good location,3
First and last stay at Marriott,1
Refugees from the Napa fires,4
"Motel was awful, service and location was good!! 2 night stay room 206",2
Loud,1
"Location, location, location",4
Sheneke is Amazing!,5
Great stay on a grueling trip,5
Ideal location,4
HGI Orlando Airport,3
My favorite hotel in Dallas,5
Awesome Stay!!,5
Clean modern and good location,4
Small but almost perfectly formed,4
Good Hotel Experience,4
Very happy with motel - good value,4
Best hotel of our trip to US and Canada,5
Avoid this place like the plague. It is not a good hotel.,1
Convenient location...,3
Convenient affordable,4
"Great service, food, and experience.",4
AWFUL!!!,1
"Enjoyable Visit, Clean Hotel, Friendly Staff",3
NYE 2016,5
Walk to Fisherman's Wharf,5
Excellent choice just off I-5.,5
Decent hotel. Was overpriced when I was there,3
Expensive but fancy,4
Wonderful hotel,5
Sleeping with the Emma's,5
Great place!!,5
Great location for enjoying Waikiki,4
"Great room, bad receptionist",3
Tiny noisy place,2
Home Away From Home -,4
"Clean hotel, nice amenities and food, at a price that cant be beat",5
Busy hotel that's too busy for its guests,2
Nice,5
extrodinary high end hotel,5
Right in the heart,4
Very dissatisfied,1
Awesome Hotel!,4
"Clean, quiet, comfortable, safe--Just right.",5
Business trip,5
Solid mid-tier option,4
Nice Stay,5
Don't waste your money.,1
Great find!,5
Groovy vibe,4
extremely pleased,5
Suite With Everything,5
Honeymoon Trip,3
"Cozy, small and friendly",4
Business trip,5
great stay,5
Relaxing Spanish Getaway,5
Great venue for a business event,4
Perfect location,5
Enjoyable stay!,4
Comfortable for a quick trip,4
You call this customer service,1
Perfect for a reasonably priced convenient stay.,4
Very Pleased,5
Great hotel,5
Hotel Diva in San Francisco,5
World Class Hotel,5
"Good Location, Good Value, Great Service",4
Bad Hilton Garden Inn,2
Great Hotel in Dallas,5
Very close to Airport,5
"Great Service, Great Stay, Thank You!!",5
Finally a romantic getaway,5
Biz,5
Best value for money...,5
"Great space, location, price and service",5
Great Hotel to Rest and Relax,5
A room for seven,3
Valentine's day disaster,1
The Service was outstanding,4
Happy customer for life!,5
Bayfront escape,5
Old and cozy rooms,3
Nice find not too far from stuff,4
Great Hotel -- HORRIBLE PARKING GARAGE,3
Easy to Find,3
Great location and decent value,3
More like 3.5 stars...,4
Suite location ),4
Excellent Hotel,5
"Good location, Very good service",4
stayed one night,4
Very nice place . Easy access to several restaurants .,5
Consistently good service and updated infrastructure,4
Saving Grace In a Snow Storm,5
Great Location,3
Nice for short stay,4
Great stay,4
Great value!,4
average,3
Very Disappointed,2
A good cheap option for San Fran but you don't get what you pay for...,3
Like a box of chocolates...,3
Nice Quiet,5
Great spot for budget travellers in search of nightlife,4
Would stay here again in a heartbeat! Very Charming!,5
Wouldn't recommend.,1
All the staff at this hotel is absolutely amazing. Scott the bartender is the best,5
Economical but less comfort,3
My stay at the Hilton Garden,5
Great location - friendly helpful staff,4
"Terrible check-in service, 2 hours late with our room, never again",1
Poor maintenance,2
What a great place to stay.,5
FANTASTIC STAFF AND ROOM!!!,5
"Good location- friendly staff, shabby rooms",2
Average Night,3
Excellent luxury property in the heart of Chicago,5
"Home away from home - amazing, private apartment rental in heart of Portland!",5
"Nasty rooms, MOLD in fridge",1
Week trip to Tallahassee,5
"Location, location, location",5
Lovely stay in Tuscaloosa!,5
Great Stay,5
Fantastic hotel in the centre of San Diego,5
This is my Hotel,5
great hotel-location friendly staff,5
Can never go wrong with hampton :),5
Family Holiday,5
More than Adequate,4
Another great stay!,5
Decent stay with no problems,3
Too strong air freshener,3
Iguanas Attack,4
Shared bathroom with ants!!!,3
Clean and Good Location,4
Solved the problem,4
"Great value, service, location",5
Attendance of Wedding,4
Great to be back and still the best!,4
It's okay,3
Wonderful stay in Deer Valley!,5
A place to sleep,3
Great place to stay in Honolulu,5
Good experience,4
Find another hotel!,2
One of the Best Places to Stay EVER!!!!,5
Thank you Trip Advisor!,5
Amazing View,4
Hampton Inn Fremont - very average hotel,3
"Staff was super-nice, rooms spacious and spotless.",5
Yearly Stay,5
Great peaceful getaway.,5
Outstanding property and location,5
Felt better than Home !!!,5
service is everything. this one has NONE,2
Good Stay,4
Seattle trip,5
Excellent stay,5
A city jewel,5
A very good hotel,4
Ask to be on a high floor,3
More than Accommodating!,4
For my birthday celebration,3
Very Nice,4
No shuttle service,3
Great,5
Great place to stay!!,5
Anniversary Trip,5
"Slightly dated, but I felt welcomed",4
Ottimo albergo e posizione,4
Great artsy hotel,5
Relaxing Stay During Mardi Gras,5
Spectacular Hotel!,5
Average business hotel,3
Great place to stay in the French Quarter,5
Good location,5
Neat Hotel,4
Stay among the lush vegatation and frogs,5
Wow! What a Hotel!,5
Nice place to stay,4
Amazing staff,5
Harry is the Man,5
The staff are so helpful.,5
Great Stay at the Hyatt,5
Most Bestest!!!!!,5
A Quiet Retreat on the Edge of the French Quarter,4
This a great family hotel in Cherry Creek.,5
"Beautiful, comfortable, friendly, great breakfasts!",5
Thoroughly enjoyed our stay.,5
Caltrip,4
Super quiet,5
Planning our next visit to Hotel Emma already,5
What we expect of a J.W. Marriott,4
Fantastic Mini Getaway!,5
Had a wonderful stay.,5
Not as Good as a 5-star should be.,1
On my way to Florida,3
Great hotel!,5
great,5
one of the best,5
"Clean, cozy cheap!",3
Great choice!,4
Loved being where the action is!,4
Excellent location at a reasonable hotel,4
A nice little hotel that has it's own style,5
Hotel Emma,5
Would not hesitate to stay here again!,5
Great Location for access to the Medical District Hospitals,5
Level of service has declined dramatically,2
Worst Experience EVER!,1
Pass This One By,2
Would Stay Again,4
Small but comfortable and appealing,4
